iPhone Sensor Log from Crossbow started at Dec 14, 2011 1:47:38 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 24.5 1.0 -23.6 0.16 -0.13 -0.93 37.427957 -122.174328 34.8 -0.6148 -0.0721 0.2876 0.224 0.091 -1.832
0.06 25.8 1.3 -22.9 0.20 -0.24 -0.92 37.427957 -122.174328 34.8 -0.7019 0.6716 -0.4181 0.246 0.060 -1.825
0.10 25.8 1.3 -22.9 0.19 0.02 -0.88 37.427957 -122.174328 34.8 -0.9327 -0.4548 -0.9385 0.251 0.033 -1.840
0.13 25.9 3.5 -20.8 0.14 0.10 -1.55 37.427957 -122.174328 34.8 -1.8109 -1.5853 -0.9268 0.218 -0.010 -1.857
0.16 25.9 3.5 -20.8 0.13 0.03 -1.05 37.427957 -122.174328 34.8 -0.9403 -1.9110 -0.7147 0.167 -0.060 -1.871
0.19 24.8 6.4 -21.7 0.01 0.13 -1.00 37.427957 -122.174328 34.8 -1.7790 -0.6019 0.0275 0.137 -0.099 -1.879
0.22 24.8 6.4 -21.7 -0.08 0.13 -1.01 37.427957 -122.174328 34.8 -1.8823 0.2974 0.0219 0.128 -0.149 -1.869
0.25 23.5 9.6 -22.1 -0.18 0.04 -0.95 37.427957 -122.174328 34.8 -1.0595 0.6438 0.7051 0.153 -0.184 -1.850
0.28 23.5 9.6 -22.1 -0.11 0.04 -1.12 37.427957 -122.174328 34.8 -0.7226 -1.4712 -0.4242 0.138 -0.206 -1.845
0.31 23.0 10.5 -21.6 -0.27 0.28 -1.01 37.427957 -122.174328 34.8 -1.0448 -1.9576 1.6478 0.043 -0.244 -1.827
0.35 23.0 10.5 -21.6 -0.33 0.04 -1.75 37.427957 -122.174328 34.8 -1.7857 0.5833 1.4919 0.043 -0.283 -1.777
0.38 21.4 10.7 -22.6 -0.44 -0.02 -1.98 37.427957 -122.174328 34.8 -1.3659 0.3538 0.5072 0.071 -0.327 -1.746
0.41 21.4 10.7 -22.6 -0.69 -0.23 -1.98 37.427957 -122.174328 34.8 -0.2537 -0.8999 -0.6815 0.056 -0.348 -1.751
0.44 20.6 10.7 -23.0 -0.82 -0.16 -1.98 37.427957 -122.174328 34.8 1.0726 -1.5291 -1.7668 0.018 -0.312 -1.804
0.47 20.6 10.7 -23.0 -1.43 0.22 -1.99 37.427957 -122.174328 34.8 1.4128 -1.5375 -1.7951 -0.047 -0.280 -1.859
0.50 16.7 10.8 -25.3 -1.43 0.22 -1.99 37.427957 -122.174328 34.8 2.0204 -3.5238 -2.5995 -0.142 -0.222 -1.911
0.53 16.7 10.8 -25.3 -1.69 0.91 -2.00 37.427957 -122.174328 34.8 2.6579 -0.2662 -3.5692 -0.226 -0.138 -1.985
0.57 13.2 9.0 -27.5 -1.14 1.65 -2.00 37.427957 -122.174328 34.8 4.7628 1.3647 -3.3973 -0.177 0.079 -2.117
0.60 13.2 9.0 -27.5 -0.20 1.98 -1.92 37.427957 -122.174328 34.8 6.5978 1.4447 -2.8778 -0.121 0.248 -2.180
0.63 11.9 3.0 -28.2 -0.20 1.98 -1.92 37.427957 -122.174328 34.8 8.0667 -0.6545 -2.9408 -0.096 0.468 -2.242
0.66 11.9 3.0 -28.2 0.17 2.00 -0.96 37.427957 -122.174328 34.8 7.7687 -1.1563 -2.4893 -0.090 0.698 -2.309
0.69 12.1 -9.2 -22.6 0.15 2.00 -0.79 37.427957 -122.174328 34.8 5.8068 -0.7992 -1.6876 -0.068 0.947 -2.385
0.72 12.1 -9.2 -22.6 0.32 2.01 -0.32 37.427957 -122.174328 34.8 5.9405 -0.8231 -1.3428 -0.034 1.112 -2.451
0.75 12.3 -14.5 -17.3 0.48 1.78 0.42 37.427957 -122.174328 34.8 6.0991 -0.3944 -1.0391 0.025 1.279 -2.534
0.78 12.3 -14.5 -17.3 1.00 1.35 1.46 37.427957 -122.174328 34.8 6.5494 0.0673 -0.7664 0.293 1.452 -2.805
0.81 11.5 -17.0 -11.2 0.97 0.90 2.03 37.427957 -122.174328 34.8 4.5461 -1.4199 0.3382 2.852 1.418 0.864
0.85 11.5 -17.0 -11.2 0.67 0.45 2.03 37.427957 -122.174328 34.8 2.8420 -1.1388 0.8213 3.002 1.325 0.674
0.88 10.6 -18.3 -8.9 0.53 0.27 2.03 37.427957 -122.174328 34.8 1.3267 -1.7984 1.0789 3.079 1.273 0.553
0.91 10.6 -18.3 -8.9 0.33 0.18 1.82 37.427957 -122.174328 34.8 -0.3271 -1.8811 1.5223 3.140 1.264 0.432
0.94 8.4 -20.6 -7.8 -0.19 0.20 1.31 37.427957 -122.174328 34.8 -1.6029 -2.3647 1.9532 -2.976 1.301 0.178
0.97 8.4 -20.6 -7.8 -0.34 0.40 0.95 37.427957 -122.174328 34.8 -2.5131 -2.5524 1.9158 -2.783 1.341 -0.093
1.00 5.6 -21.3 -8.6 -0.57 0.52 0.66 37.427957 -122.174328 34.8 -3.3279 -2.2951 2.3260 -2.410 1.377 -0.543
1.03 5.6 -21.3 -8.6 -0.89 0.65 0.51 37.427957 -122.174328 34.8 -3.9369 -2.2502 2.6129 -1.840 1.371 -1.189
